"","X","POSname","NEGname","CommonName","Trtmt","Day","Cmpd","Class","ContainsN","PeakArea"
"1846",1846,"25S_POS.mzML","25S_NEG.mzML","Root_3.5day","X",3.5,"adenine.1","Nt","Y",7192458.83
"1847",1847,"45S_POS.mzML","45S_NEG.mzML","Root_3.5day","X",3.5,"adenine.1","Nt","Y",6504792.45
"1848",1848,"5S_POS.mzML","5S_NEG.mzML","Root_3.5day","X",3.5,"adenine.1","Nt","Y",6753016.73
"1849",1849,"27S_POS.mzML","27S_NEG.mzML","Root_5.5day","X",5.5,"adenine.1","Nt","Y",4845767.91
"1850",1850,"47S_POS.mzML","47S_NEG.mzML","Root_5.5day","X",5.5,"adenine.1","Nt","Y",5961158
"1851",1851,"7S_POS.mzML","7S_NEG.mzML","Root_5.5day","X",5.5,"adenine.1","Nt","Y",6022062.59
"1852",1852,"61S_POS.mzML","61S_NEG.mzML","Root_7.5day","X",7.5,"adenine.1","Nt","Y",6577430.39
"1853",1853,"63S_POS.mzML","63S_NEG.mzML","Root_7.5day","X",7.5,"adenine.1","Nt","Y",5579754.33
"1854",1854,"65S_POS.mzML","65S_NEG.mzML","Root_7.5day","X",7.5,"adenine.1","Nt","Y",5236468.4
"1855",1855,"17S_POS.mzML","17S_NEG.mzML","Bulk_N_soil","N",0,"adenine.1","Nt","Y",5568374.09
"1856",1856,"39S_POS.mzML","39S_NEG.mzML","Bulk_N_soil","N",0,"adenine.1","Nt","Y",4753377.66
"1857",1857,"59S_POS.mzML","59S_NEG.mzML","Bulk_N_soil","N",0,"adenine.1","Nt","Y",5921007.69
"1858",1858,"11S_POS.mzML","11S_NEG.mzML","Root_N_1day","N",1,"adenine.1","Nt","Y",5096789.05
"1859",1859,"31S_POS.mzML","31S_NEG.mzML","Root_N_1day","N",1,"adenine.1","Nt","Y",4770055.87
"1860",1860,"51S_POS.mzML","51S_NEG.mzML","Root_N_1day","N",1,"adenine.1","Nt","Y",5620973.02
"1861",1861,"13S_POS.mzML","13S_NEG.mzML","Root_N_2day","N",2,"adenine.1","Nt","Y",5463326.99
"1862",1862,"33S_POS.mzML","33S_NEG.mzML","Root_N_2day","N",2,"adenine.1","Nt","Y",5259388.55
"1863",1863,"53S_POS.mzML","53S_NEG.mzML","Root_N_2day","N",2,"adenine.1","Nt","Y",6301424.42
"1864",1864,"19S_POS.mzML","19S_NEG.mzML","Root_N_3.5day","N",3.5,"adenine.1","Nt","Y",5641535.42
"1865",1865,"35S_POS.mzML","35S_NEG.mzML","Root_N_3.5day","N",3.5,"adenine.1","Nt","Y",6207396.54
"1866",1866,"55S_POS.mzML","55S_NEG.mzML","Root_N_3.5day","N",3.5,"adenine.1","Nt","Y",6191193.91
"1867",1867,"15S_POS.mzML","15S_NEG.mzML","Root_N_5.5day","N",5.5,"adenine.1","Nt","Y",5101720.04
"1868",1868,"37S_POS.mzML","37S_NEG.mzML","Root_N_5.5day","N",5.5,"adenine.1","Nt","Y",5403333.12
"1869",1869,"57S_POS.mzML","57S_NEG.mzML","Root_N_5.5day","N",5.5,"adenine.1","Nt","Y",5996279.66
"1870",1870,"67S_POS.mzML","67S_NEG.mzML","Root_N_7.5day","N",7.5,"adenine.1","Nt","Y",4976452.92
"1871",1871,"69S_POS.mzML","69S_NEG.mzML","Root_N_7.5day","N",7.5,"adenine.1","Nt","Y",5303407.33
"1872",1872,"81S_POSre.mzML","81S_NEGre.mzML","Root_N_7.5day","N",7.5,"adenine.1","Nt","Y",3082265.9
"1873",1873,"29S_POS.mzML","29S_NEG.mzML","Bulk_soil","X",0,"lysine","AA","Y",250842.42
"1874",1874,"49S_POS.mzML","49S_NEG.mzML","Bulk_soil","X",0,"lysine","AA","Y",89016.81
"1875",1875,"9S_POS.mzML","9S_NEG.mzML","Bulk_soil","X",0,"lysine","AA","Y",72829.3
"1876",1876,"1S_POS.mzML","1S_NEG.mzML","Root_1day","X",1,"lysine","AA","Y",102268.38
"1877",1877,"21S_POS.mzML","21S_NEG.mzML","Root_1day","X",1,"lysine","AA","Y",206746.68
"1878",1878,"41S_POS.mzML","41S_NEG.mzML","Root_1day","X",1,"lysine","AA","Y",90378.12
"1879",1879,"23S_POS.mzML","23S_NEG.mzML","Root_2day","X",2,"lysine","AA","Y",244376.4
"1880",1880,"3S_POS.mzML","3S_NEG.mzML","Root_2day","X",2,"lysine","AA","Y",75846.64
"1881",1881,"43S_POS.mzML","43S_NEG.mzML","Root_2day","X",2,"lysine","AA","Y",45913.61
"1882",1882,"25S_POS.mzML","25S_NEG.mzML","Root_3.5day","X",3.5,"lysine","AA","Y",108027.65
"1883",1883,"45S_POS.mzML","45S_NEG.mzML","Root_3.5day","X",3.5,"lysine","AA","Y",58068.43
"1884",1884,"5S_POS.mzML","5S_NEG.mzML","Root_3.5day","X",3.5,"lysine","AA","Y",123455.58
"1885",1885,"27S_POS.mzML","27S_NEG.mzML","Root_5.5day","X",5.5,"lysine","AA","Y",32974.48
"1886",1886,"47S_POS.mzML","47S_NEG.mzML","Root_5.5day","X",5.5,"lysine","AA","Y",75317.38
"1887",1887,"7S_POS.mzML","7S_NEG.mzML","Root_5.5day","X",5.5,"lysine","AA","Y",57746.23
"1888",1888,"61S_POS.mzML","61S_NEG.mzML","Root_7.5day","X",7.5,"lysine","AA","Y",44067.22
"1889",1889,"63S_POS.mzML","63S_NEG.mzML","Root_7.5day","X",7.5,"lysine","AA","Y",77786.2
"1890",1890,"65S_POS.mzML","65S_NEG.mzML","Root_7.5day","X",7.5,"lysine","AA","Y",84230.14
"1891",1891,"17S_POS.mzML","17S_NEG.mzML","Bulk_N_soil","N",0,"lysine","AA","Y",100930.99
"1892",1892,"39S_POS.mzML","39S_NEG.mzML","Bulk_N_soil","N",0,"lysine","AA","Y",269643.14
"1893",1893,"59S_POS.mzML","59S_NEG.mzML","Bulk_N_soil","N",0,"lysine","AA","Y",79294.77
"1894",1894,"11S_POS.mzML","11S_NEG.mzML","Root_N_1day","N",1,"lysine","AA","Y",110854.55
"1895",1895,"31S_POS.mzML","31S_NEG.mzML","Root_N_1day","N",1,"lysine","AA","Y",264234.02
"1896",1896,"51S_POS.mzML","51S_NEG.mzML","Root_N_1day","N",1,"lysine","AA","Y",95844.08
"1897",1897,"13S_POS.mzML","13S_NEG.mzML","Root_N_2day","N",2,"lysine","AA","Y",128498.96
"1898",1898,"33S_POS.mzML","33S_NEG.mzML","Root_N_2day","N",2,"lysine","AA","Y",209883.85
"1899",1899,"53S_POS.mzML","53S_NEG.mzML","Root_N_2day","N",2,"lysine","AA","Y",164956
"1900",1900,"19S_POS.mzML","19S_NEG.mzML","Root_N_3.5day","N",3.5,"lysine","AA","Y",67534.12
"1901",1901,"35S_POS.mzML","35S_NEG.mzML","Root_N_3.5day","N",3.5,"lysine","AA","Y",187759.39
"1902",1902,"55S_POS.mzML","55S_NEG.mzML","Root_N_3.5day","N",3.5,"lysine","AA","Y",94921.45
"1903",1903,"15S_POS.mzML","15S_NEG.mzML","Root_N_5.5day","N",5.5,"lysine","AA","Y",58875.85
"1904",1904,"37S_POS.mzML","37S_NEG.mzML","Root_N_5.5day","N",5.5,"lysine","AA","Y",75270.63
"1905",1905,"57S_POS.mzML","57S_NEG.mzML","Root_N_5.5day","N",5.5,"lysine","AA","Y",63212.76
"1906",1906,"67S_POS.mzML","67S_NEG.mzML","Root_N_7.5day","N",7.5,"lysine","AA","Y",72554.93
"1907",1907,"69S_POS.mzML","69S_NEG.mzML","Root_N_7.5day","N",7.5,"lysine","AA","Y",56258.68
"1908",1908,"81S_POSre.mzML","81S_NEGre.mzML","Root_N_7.5day","N",7.5,"lysine","AA","Y",28236.5
"1909",1909,"29S_POS.mzML","29S_NEG.mzML","Bulk_soil","X",0,"glutamate.1","AA","Y",29862555.28
"1910",1910,"49S_POS.mzML","49S_NEG.mzML","Bulk_soil","X",0,"glutamate.1","AA","Y",67259908
"1911",1911,"9S_POS.mzML","9S_NEG.mzML","Bulk_soil","X",0,"glutamate.1","AA","Y",47184497.2
"1912",1912,"1S_POS.mzML","1S_NEG.mzML","Root_1day","X",1,"glutamate.1","AA","Y",70188858.8
"1913",1913,"21S_POS.mzML","21S_NEG.mzML","Root_1day","X",1,"glutamate.1","AA","Y",96391674
"1914",1914,"41S_POS.mzML","41S_NEG.mzML","Root_1day","X",1,"glutamate.1","AA","Y",94614614.7
"1915",1915,"23S_POS.mzML","23S_NEG.mzML","Root_2day","X",2,"glutamate.1","AA","Y",41722873.41
"1916",1916,"3S_POS.mzML","3S_NEG.mzML","Root_2day","X",2,"glutamate.1","AA","Y",84944379.8
"1917",1917,"43S_POS.mzML","43S_NEG.mzML","Root_2day","X",2,"glutamate.1","AA","Y",25389562.03
"1918",1918,"25S_POS.mzML","25S_NEG.mzML","Root_3.5day","X",3.5,"glutamate.1","AA","Y",57848714.4
"1919",1919,"45S_POS.mzML","45S_NEG.mzML","Root_3.5day","X",3.5,"glutamate.1","AA","Y",70922100.1
"1920",1920,"5S_POS.mzML","5S_NEG.mzML","Root_3.5day","X",3.5,"glutamate.1","AA","Y",77983966.5
"1921",1921,"27S_POS.mzML","27S_NEG.mzML","Root_5.5day","X",5.5,"glutamate.1","AA","Y",35234958.45
"1922",1922,"47S_POS.mzML","47S_NEG.mzML","Root_5.5day","X",5.5,"glutamate.1","AA","Y",107854131
"1923",1923,"7S_POS.mzML","7S_NEG.mzML","Root_5.5day","X",5.5,"glutamate.1","AA","Y",102358321.4
"1924",1924,"61S_POS.mzML","61S_NEG.mzML","Root_7.5day","X",7.5,"glutamate.1","AA","Y",85460330.4
"1925",1925,"63S_POS.mzML","63S_NEG.mzML","Root_7.5day","X",7.5,"glutamate.1","AA","Y",111024945.9
"1926",1926,"65S_POS.mzML","65S_NEG.mzML","Root_7.5day","X",7.5,"glutamate.1","AA","Y",128248087.8
"1927",1927,"17S_POS.mzML","17S_NEG.mzML","Bulk_N_soil","N",0,"glutamate.1","AA","Y",46015151.2
"1928",1928,"39S_POS.mzML","39S_NEG.mzML","Bulk_N_soil","N",0,"glutamate.1","AA","Y",35397622.2
"1929",1929,"59S_POS.mzML","59S_NEG.mzML","Bulk_N_soil","N",0,"glutamate.1","AA","Y",20317219.56
"1930",1930,"11S_POS.mzML","11S_NEG.mzML","Root_N_1day","N",1,"glutamate.1","AA","Y",38732542.7
"1931",1931,"31S_POS.mzML","31S_NEG.mzML","Root_N_1day","N",1,"glutamate.1","AA","Y",54851269.7
"1932",1932,"51S_POS.mzML","51S_NEG.mzML","Root_N_1day","N",1,"glutamate.1","AA","Y",68232734.1
"1933",1933,"13S_POS.mzML","13S_NEG.mzML","Root_N_2day","N",2,"glutamate.1","AA","Y",45027165.9
"1934",1934,"33S_POS.mzML","33S_NEG.mzML","Root_N_2day","N",2,"glutamate.1","AA","Y",48314897.2
"1935",1935,"53S_POS.mzML","53S_NEG.mzML","Root_N_2day","N",2,"glutamate.1","AA","Y",52580875.4
"1936",1936,"19S_POS.mzML","19S_NEG.mzML","Root_N_3.5day","N",3.5,"glutamate.1","AA","Y",81625648.7
"1937",1937,"35S_POS.mzML","35S_NEG.mzML","Root_N_3.5day","N",3.5,"glutamate.1","AA","Y",54236626.7
"1938",1938,"55S_POS.mzML","55S_NEG.mzML","Root_N_3.5day","N",3.5,"glutamate.1","AA","Y",29885461.96
"1939",1939,"15S_POS.mzML","15S_NEG.mzML","Root_N_5.5day","N",5.5,"glutamate.1","AA","Y",93240031.5
"1940",1940,"37S_POS.mzML","37S_NEG.mzML","Root_N_5.5day","N",5.5,"glutamate.1","AA","Y",68441473.8
"1941",1941,"57S_POS.mzML","57S_NEG.mzML","Root_N_5.5day","N",5.5,"glutamate.1","AA","Y",53459506.7
"1942",1942,"67S_POS.mzML","67S_NEG.mzML","Root_N_7.5day","N",7.5,"glutamate.1","AA","Y",105459058.9
"1943",1943,"69S_POS.mzML","69S_NEG.mzML","Root_N_7.5day","N",7.5,"glutamate.1","AA","Y",77600905.5
"1944",1944,"81S_POSre.mzML","81S_NEGre.mzML","Root_N_7.5day","N",7.5,"glutamate.1","AA","Y",23677084.91
"1945",1945,"29S_POS.mzML","29S_NEG.mzML","Bulk_soil","X",0,"guanine","Nt","Y",1222845.67
"1946",1946,"49S_POS.mzML","49S_NEG.mzML","Bulk_soil","X",0,"guanine","Nt","Y",1357340.38
"1947",1947,"9S_POS.mzML","9S_NEG.mzML","Bulk_soil","X",0,"guanine","Nt","Y",1602982.1
"1948",1948,"1S_POS.mzML","1S_NEG.mzML","Root_1day","X",1,"guanine","Nt","Y",1350836.58
"1949",1949,"21S_POS.mzML","21S_NEG.mzML","Root_1day","X",1,"guanine","Nt","Y",1581209.99
"1950",1950,"41S_POS.mzML","41S_NEG.mzML","Root_1day","X",1,"guanine","Nt","Y",1614335.86
"1951",1951,"23S_POS.mzML","23S_NEG.mzML","Root_2day","X",2,"guanine","Nt","Y",1325314.84
"1952",1952,"3S_POS.mzML","3S_NEG.mzML","Root_2day","X",2,"guanine","Nt","Y",1354417.2
"1953",1953,"43S_POS.mzML","43S_NEG.mzML","Root_2day","X",2,"guanine","Nt","Y",781630.03
"1954",1954,"25S_POS.mzML","25S_NEG.mzML","Root_3.5day","X",3.5,"guanine","Nt","Y",2018239.71
"1955",1955,"45S_POS.mzML","45S_NEG.mzML","Root_3.5day","X",3.5,"guanine","Nt","Y",1862414.4
"1956",1956,"5S_POS.mzML","5S_NEG.mzML","Root_3.5day","X",3.5,"guanine","Nt","Y",1820217.45
"1957",1957,"27S_POS.mzML","27S_NEG.mzML","Root_5.5day","X",5.5,"guanine","Nt","Y",969362.92
"1958",1958,"47S_POS.mzML","47S_NEG.mzML","Root_5.5day","X",5.5,"guanine","Nt","Y",2051763.36
"1959",1959,"7S_POS.mzML","7S_NEG.mzML","Root_5.5day","X",5.5,"guanine","Nt","Y",1652376.77
"1960",1960,"61S_POS.mzML","61S_NEG.mzML","Root_7.5day","X",7.5,"guanine","Nt","Y",1514548.24
"1961",1961,"63S_POS.mzML","63S_NEG.mzML","Root_7.5day","X",7.5,"guanine","Nt","Y",1233783.04
"1962",1962,"65S_POS.mzML","65S_NEG.mzML","Root_7.5day","X",7.5,"guanine","Nt","Y",1254156.94
"1963",1963,"17S_POS.mzML","17S_NEG.mzML","Bulk_N_soil","N",0,"guanine","Nt","Y",1363464.52
"1964",1964,"39S_POS.mzML","39S_NEG.mzML","Bulk_N_soil","N",0,"guanine","Nt","Y",1392962.05
"1965",1965,"59S_POS.mzML","59S_NEG.mzML","Bulk_N_soil","N",0,"guanine","Nt","Y",1133431.29
"1966",1966,"11S_POS.mzML","11S_NEG.mzML","Root_N_1day","N",1,"guanine","Nt","Y",964237.75
"1967",1967,"31S_POS.mzML","31S_NEG.mzML","Root_N_1day","N",1,"guanine","Nt","Y",1032135.51
"1968",1968,"51S_POS.mzML","51S_NEG.mzML","Root_N_1day","N",1,"guanine","Nt","Y",1513586.56
"1969",1969,"13S_POS.mzML","13S_NEG.mzML","Root_N_2day","N",2,"guanine","Nt","Y",1089205.37
"1970",1970,"33S_POS.mzML","33S_NEG.mzML","Root_N_2day","N",2,"guanine","Nt","Y",1238863.6
"1971",1971,"53S_POS.mzML","53S_NEG.mzML","Root_N_2day","N",2,"guanine","Nt","Y",1561264.66
"1972",1972,"19S_POS.mzML","19S_NEG.mzML","Root_N_3.5day","N",3.5,"guanine","Nt","Y",1176375.74
"1973",1973,"35S_POS.mzML","35S_NEG.mzML","Root_N_3.5day","N",3.5,"guanine","Nt","Y",1305460.98
"1974",1974,"55S_POS.mzML","55S_NEG.mzML","Root_N_3.5day","N",3.5,"guanine","Nt","Y",1365848.46
"1975",1975,"15S_POS.mzML","15S_NEG.mzML","Root_N_5.5day","N",5.5,"guanine","Nt","Y",1390901.75
"1976",1976,"37S_POS.mzML","37S_NEG.mzML","Root_N_5.5day","N",5.5,"guanine","Nt","Y",1279552.92
"1977",1977,"57S_POS.mzML","57S_NEG.mzML","Root_N_5.5day","N",5.5,"guanine","Nt","Y",647124.1
"1978",1978,"67S_POS.mzML","67S_NEG.mzML","Root_N_7.5day","N",7.5,"guanine","Nt","Y",841208.46
"1979",1979,"69S_POS.mzML","69S_NEG.mzML","Root_N_7.5day","N",7.5,"guanine","Nt","Y",1226056.79
"1980",1980,"81S_POSre.mzML","81S_NEGre.mzML","Root_N_7.5day","N",7.5,"guanine","Nt","Y",272566.1
"1981",1981,"29S_POS.mzML","29S_NEG.mzML","Bulk_soil","X",0,"phenylalanine.1","AA","Y",4835191.3
"1982",1982,"49S_POS.mzML","49S_NEG.mzML","Bulk_soil","X",0,"phenylalanine.1","AA","Y",5114656.44
"1983",1983,"9S_POS.mzML","9S_NEG.mzML","Bulk_soil","X",0,"phenylalanine.1","AA","Y",5382158.1
"1984",1984,"1S_POS.mzML","1S_NEG.mzML","Root_1day","X",1,"phenylalanine.1","AA","Y",5994505.14
"1985",1985,"21S_POS.mzML","21S_NEG.mzML","Root_1day","X",1,"phenylalanine.1","AA","Y",15939656.71
"1986",1986,"41S_POS.mzML","41S_NEG.mzML","Root_1day","X",1,"phenylalanine.1","AA","Y",6704013.31
"1987",1987,"23S_POS.mzML","23S_NEG.mzML","Root_2day","X",2,"phenylalanine.1","AA","Y",7259439.47
"1988",1988,"3S_POS.mzML","3S_NEG.mzML","Root_2day","X",2,"phenylalanine.1","AA","Y",5431749.24
"1989",1989,"43S_POS.mzML","43S_NEG.mzML","Root_2day","X",2,"phenylalanine.1","AA","Y",3720876.99
"1990",1990,"25S_POS.mzML","25S_NEG.mzML","Root_3.5day","X",3.5,"phenylalanine.1","AA","Y",8238533.55
"1991",1991,"45S_POS.mzML","45S_NEG.mzML","Root_3.5day","X",3.5,"phenylalanine.1","AA","Y",6915177.77
"1992",1992,"5S_POS.mzML","5S_NEG.mzML","Root_3.5day","X",3.5,"phenylalanine.1","AA","Y",9287489.68
"1993",1993,"27S_POS.mzML","27S_NEG.mzML","Root_5.5day","X",5.5,"phenylalanine.1","AA","Y",4161344.71
"1994",1994,"47S_POS.mzML","47S_NEG.mzML","Root_5.5day","X",5.5,"phenylalanine.1","AA","Y",7481666.06
"1995",1995,"7S_POS.mzML","7S_NEG.mzML","Root_5.5day","X",5.5,"phenylalanine.1","AA","Y",7679357.38
"1996",1996,"61S_POS.mzML","61S_NEG.mzML","Root_7.5day","X",7.5,"phenylalanine.1","AA","Y",5389468.31
"1997",1997,"63S_POS.mzML","63S_NEG.mzML","Root_7.5day","X",7.5,"phenylalanine.1","AA","Y",6918971.81
"1998",1998,"65S_POS.mzML","65S_NEG.mzML","Root_7.5day","X",7.5,"phenylalanine.1","AA","Y",7083609.57
"1999",1999,"17S_POS.mzML","17S_NEG.mzML","Bulk_N_soil","N",0,"phenylalanine.1","AA","Y",4933777.34
"2000",2000,"39S_POS.mzML","39S_NEG.mzML","Bulk_N_soil","N",0,"phenylalanine.1","AA","Y",4460099.63
"2001",2001,"59S_POS.mzML","59S_NEG.mzML","Bulk_N_soil","N",0,"phenylalanine.1","AA","Y",4002154.11
"2002",2002,"11S_POS.mzML","11S_NEG.mzML","Root_N_1day","N",1,"phenylalanine.1","AA","Y",4795282.12
"2003",2003,"31S_POS.mzML","31S_NEG.mzML","Root_N_1day","N",1,"phenylalanine.1","AA","Y",5885789.42
"2004",2004,"51S_POS.mzML","51S_NEG.mzML","Root_N_1day","N",1,"phenylalanine.1","AA","Y",5263973.5
"2005",2005,"13S_POS.mzML","13S_NEG.mzML","Root_N_2day","N",2,"phenylalanine.1","AA","Y",4583864.56
"2006",2006,"33S_POS.mzML","33S_NEG.mzML","Root_N_2day","N",2,"phenylalanine.1","AA","Y",4893783.02
"2007",2007,"53S_POS.mzML","53S_NEG.mzML","Root_N_2day","N",2,"phenylalanine.1","AA","Y",7165222.03
"2008",2008,"19S_POS.mzML","19S_NEG.mzML","Root_N_3.5day","N",3.5,"phenylalanine.1","AA","Y",5910764.97
"2009",2009,"35S_POS.mzML","35S_NEG.mzML","Root_N_3.5day","N",3.5,"phenylalanine.1","AA","Y",8024121.46
"2010",2010,"55S_POS.mzML","55S_NEG.mzML","Root_N_3.5day","N",3.5,"phenylalanine.1","AA","Y",5679682.6
"2011",2011,"15S_POS.mzML","15S_NEG.mzML","Root_N_5.5day","N",5.5,"phenylalanine.1","AA","Y",6609050.57
"2012",2012,"37S_POS.mzML","37S_NEG.mzML","Root_N_5.5day","N",5.5,"phenylalanine.1","AA","Y",6453144.19
"2013",2013,"57S_POS.mzML","57S_NEG.mzML","Root_N_5.5day","N",5.5,"phenylalanine.1","AA","Y",4143199.29
"2014",2014,"67S_POS.mzML","67S_NEG.mzML","Root_N_7.5day","N",7.5,"phenylalanine.1","AA","Y",4958150.32
"2015",2015,"69S_POS.mzML","69S_NEG.mzML","Root_N_7.5day","N",7.5,"phenylalanine.1","AA","Y",5331759.7
"2016",2016,"81S_POSre.mzML","81S_NEGre.mzML","Root_N_7.5day","N",7.5,"phenylalanine.1","AA","Y",1573702.48
"2017",2017,"29S_POS.mzML","29S_NEG.mzML","Bulk_soil","X",0,"arginine","AA","Y",10773935.55
"2018",2018,"49S_POS.mzML","49S_NEG.mzML","Bulk_soil","X",0,"arginine","AA","Y",4311339.66
"2019",2019,"9S_POS.mzML","9S_NEG.mzML","Bulk_soil","X",0,"arginine","AA","Y",3819069.48
"2020",2020,"1S_POS.mzML","1S_NEG.mzML","Root_1day","X",1,"arginine","AA","Y",7123215.17
"2021",2021,"21S_POS.mzML","21S_NEG.mzML","Root_1day","X",1,"arginine","AA","Y",7736594.48
"2022",2022,"41S_POS.mzML","41S_NEG.mzML","Root_1day","X",1,"arginine","AA","Y",3758406.55
"2023",2023,"23S_POS.mzML","23S_NEG.mzML","Root_2day","X",2,"arginine","AA","Y",10353232.52
"2024",2024,"3S_POS.mzML","3S_NEG.mzML","Root_2day","X",2,"arginine","AA","Y",2651042.7
"2025",2025,"43S_POS.mzML","43S_NEG.mzML","Root_2day","X",2,"arginine","AA","Y",1189925.23
"2026",2026,"25S_POS.mzML","25S_NEG.mzML","Root_3.5day","X",3.5,"arginine","AA","Y",4491475.57
"2027",2027,"45S_POS.mzML","45S_NEG.mzML","Root_3.5day","X",3.5,"arginine","AA","Y",2014005.24
"2028",2028,"5S_POS.mzML","5S_NEG.mzML","Root_3.5day","X",3.5,"arginine","AA","Y",5243555.18
"2029",2029,"27S_POS.mzML","27S_NEG.mzML","Root_5.5day","X",5.5,"arginine","AA","Y",680083.28
"2030",2030,"47S_POS.mzML","47S_NEG.mzML","Root_5.5day","X",5.5,"arginine","AA","Y",2364453.86
"2031",2031,"7S_POS.mzML","7S_NEG.mzML","Root_5.5day","X",5.5,"arginine","AA","Y",1895350.09
"2032",2032,"61S_POS.mzML","61S_NEG.mzML","Root_7.5day","X",7.5,"arginine","AA","Y",1609106.21
"2033",2033,"63S_POS.mzML","63S_NEG.mzML","Root_7.5day","X",7.5,"arginine","AA","Y",2341858.41
"2034",2034,"65S_POS.mzML","65S_NEG.mzML","Root_7.5day","X",7.5,"arginine","AA","Y",2167217.35
"2035",2035,"17S_POS.mzML","17S_NEG.mzML","Bulk_N_soil","N",0,"arginine","AA","Y",4283489.73
"2036",2036,"39S_POS.mzML","39S_NEG.mzML","Bulk_N_soil","N",0,"arginine","AA","Y",12086278.13
"2037",2037,"59S_POS.mzML","59S_NEG.mzML","Bulk_N_soil","N",0,"arginine","AA","Y",3163345.71
"2038",2038,"11S_POS.mzML","11S_NEG.mzML","Root_N_1day","N",1,"arginine","AA","Y",4389212.89
"2039",2039,"31S_POS.mzML","31S_NEG.mzML","Root_N_1day","N",1,"arginine","AA","Y",12135751.66
"2040",2040,"51S_POS.mzML","51S_NEG.mzML","Root_N_1day","N",1,"arginine","AA","Y",4691889.38
"2041",2041,"13S_POS.mzML","13S_NEG.mzML","Root_N_2day","N",2,"arginine","AA","Y",4803029.96
"2042",2042,"33S_POS.mzML","33S_NEG.mzML","Root_N_2day","N",2,"arginine","AA","Y",8960342.06
"2043",2043,"53S_POS.mzML","53S_NEG.mzML","Root_N_2day","N",2,"arginine","AA","Y",5305197.55
"2044",2044,"19S_POS.mzML","19S_NEG.mzML","Root_N_3.5day","N",3.5,"arginine","AA","Y",2084474.1
"2045",2045,"35S_POS.mzML","35S_NEG.mzML","Root_N_3.5day","N",3.5,"arginine","AA","Y",5609726.73
"2046",2046,"55S_POS.mzML","55S_NEG.mzML","Root_N_3.5day","N",3.5,"arginine","AA","Y",4247774.96
"2047",2047,"15S_POS.mzML","15S_NEG.mzML","Root_N_5.5day","N",5.5,"arginine","AA","Y",1932653.27
"2048",2048,"37S_POS.mzML","37S_NEG.mzML","Root_N_5.5day","N",5.5,"arginine","AA","Y",2548235.53
"2049",2049,"57S_POS.mzML","57S_NEG.mzML","Root_N_5.5day","N",5.5,"arginine","AA","Y",2824645.89
"2050",2050,"67S_POS.mzML","67S_NEG.mzML","Root_N_7.5day","N",7.5,"arginine","AA","Y",2460721.12
"2051",2051,"69S_POS.mzML","69S_NEG.mzML","Root_N_7.5day","N",7.5,"arginine","AA","Y",1317275.73
"2052",2052,"81S_POSre.mzML","81S_NEGre.mzML","Root_N_7.5day","N",7.5,"arginine","AA","Y",637230.82
"2053",2053,"29S_POS.mzML","29S_NEG.mzML","Bulk_soil","X",0,"L.Citrulline.1","AA","Y",9488662.61
"2054",2054,"49S_POS.mzML","49S_NEG.mzML","Bulk_soil","X",0,"L.Citrulline.1","AA","Y",6610372.08
"2055",2055,"9S_POS.mzML","9S_NEG.mzML","Bulk_soil","X",0,"L.Citrulline.1","AA","Y",7834016.32
"2056",2056,"1S_POS.mzML","1S_NEG.mzML","Root_1day","X",1,"L.Citrulline.1","AA","Y",6624983.29
"2057",2057,"21S_POS.mzML","21S_NEG.mzML","Root_1day","X",1,"L.Citrulline.1","AA","Y",10538632.12
"2058",2058,"41S_POS.mzML","41S_NEG.mzML","Root_1day","X",1,"L.Citrulline.1","AA","Y",10640884.78
"2059",2059,"23S_POS.mzML","23S_NEG.mzML","Root_2day","X",2,"L.Citrulline.1","AA","Y",7697078.48
"2060",2060,"3S_POS.mzML","3S_NEG.mzML","Root_2day","X",2,"L.Citrulline.1","AA","Y",4985559.87
"2061",2061,"43S_POS.mzML","43S_NEG.mzML","Root_2day","X",2,"L.Citrulline.1","AA","Y",1468831.11
"2062",2062,"25S_POS.mzML","25S_NEG.mzML","Root_3.5day","X",3.5,"L.Citrulline.1","AA","Y",6648109.98
"2063",2063,"45S_POS.mzML","45S_NEG.mzML","Root_3.5day","X",3.5,"L.Citrulline.1","AA","Y",11153642.84
"2064",2064,"5S_POS.mzML","5S_NEG.mzML","Root_3.5day","X",3.5,"L.Citrulline.1","AA","Y",6588638.92
"2065",2065,"27S_POS.mzML","27S_NEG.mzML","Root_5.5day","X",5.5,"L.Citrulline.1","AA","Y",5066243.1
"2066",2066,"47S_POS.mzML","47S_NEG.mzML","Root_5.5day","X",5.5,"L.Citrulline.1","AA","Y",9323460.96
"2067",2067,"7S_POS.mzML","7S_NEG.mzML","Root_5.5day","X",5.5,"L.Citrulline.1","AA","Y",8570797.6
"2068",2068,"61S_POS.mzML","61S_NEG.mzML","Root_7.5day","X",7.5,"L.Citrulline.1","AA","Y",9090606.28
"2069",2069,"63S_POS.mzML","63S_NEG.mzML","Root_7.5day","X",7.5,"L.Citrulline.1","AA","Y",15145583.9
"2070",2070,"65S_POS.mzML","65S_NEG.mzML","Root_7.5day","X",7.5,"L.Citrulline.1","AA","Y",15920896.88
"2071",2071,"17S_POS.mzML","17S_NEG.mzML","Bulk_N_soil","N",0,"L.Citrulline.1","AA","Y",13008691.91
